city_area,state,ufo_shape,encounter_length,date_documented,latitude,longitude,date
canandaigua,ny,flash,180.0,11/21/2010,42.8741667,-77.2883333,10-08-2010
rochester hills,mi,disk,480.0,9/24/2012,42.6583333,-83.15,09-12-2012
plymouth,mi,triangle,20.0,6/27/2011,42.3713889,-83.4702778,10-11-2009
perry (rural highway&#44 s.r.22),oh,other,600.0,8/19/2000,41.7602778,-81.1411111,06-01-1984
eugene,or,sphere,240.0,4/26/2000,44.0522222,-123.0855556,04-13-2000
new bedford,ma,light,300.0,5/12/2011,41.6361111,-70.9347222,05-08-2011
mobile,al,triangle,60.0,4/26/2000,30.6941667,-88.0430556,03-11-2000
riverdale,md,light,60.0,9/24/2012,39.0991667,-76.5361111,09-09-2012
san diego,ca,changing,1500.0,8/5/2001,32.7152778,-117.1563889,05-10-1978
jacksonville,fl,triangle,120.0,3/10/2011,30.3319444,-81.6558333,02-24-2011
westminster,md,sphere,900.0,5/29/2012,39.5752778,-76.9961111,05-28-2012
shoreline,wa,other,1200.0,10/30/2006,47.7558333,-122.3402778,09-28-2006
masaryktown,fl,fireball,30.0,8/7/2011,28.4413889,-82.4572222,08-06-2011
ocala,fl,light,600.0,6/3/2010,29.1869444,-82.1402778,05-18-2010
twin falls,id,light,30.0,3/4/2003,42.5630556,-114.46,02-24-2003
sudbury,ma,triangle,180.0,8/27/2009,42.3833333,-71.4166667,08-08-2009
muncie,in,light,180.0,7/17/2011,40.1933333,-85.3863889,07-04-2011
normal,il,other,1200.0,10/27/2004,40.5141667,-88.9905556,10-06-2004
mesa,az,triangle,7200.0,9/17/2003,33.4222222,-111.8219444,09-14-2003
hot springs,ar,changing,7200.0,7/5/2008,34.5036111,-93.055,06-07-2008
shippensburg,pa,circle,300.0,10/30/2006,40.0505556,-77.5205556,10-24-2006
livonia,mi,fireball,420.0,8/7/2011,42.3683333,-83.3527778,07-22-2011
orlando,fl,light,180.0,1/10/2009,28.5380556,-81.3794444,11-07-2008
buckeye,az,fireball,9000.0,6/20/2012,33.3702778,-112.5830556,06-16-2012
farmington,nm,disk,300.0,12/12/2009,36.7280556,-108.2180556,11-06-2009
artesia,ca,light,900.0,3/17/2004,33.8658333,-118.0822222,02-07-2004
hamlet,in,other,480.0,2/8/2005,41.5475,-86.5822222,01-28-2005
irvine,ca,circle,300.0,10/8/2007,33.6694444,-117.8222222,09-18-2007
durham,nc,light,30.0,5/29/2012,35.9938889,-78.8988889,05-21-2012
el paso,tx,circle,37800.0,10/25/2011,31.7586111,-106.4863889,10-14-2011
north myrtle beach,sc,formation,10.0,12/12/2009,33.8158333,-78.6802778,08-26-2007
cypress,tx,triangle,15.0,1/31/2011,29.9688889,-95.6969444,01-22-2011
flint,mi,light,180.0,5/2/2011,43.0125,-83.6875,04-27-2011
hopkins,mi,fireball,5.0,2/22/2002,42.6236111,-85.7602778,02-13-2002
wilmington,de,triangle,360.0,9/21/2000,39.7458333,-75.5469444,09-16-2000
pontotoc,ms,light,900.0,3/16/2001,34.2477778,-88.9986111,03-13-2001
saranac lake,ny,disk,360.0,3/23/2004,44.3294444,-74.1316667,08-12-1947
long beach,ca,other,120.0,1/21/2008,33.7669444,-118.1883333,01-13-2008
cross village,mi,circle,120.0,12/12/2009,45.6422222,-85.0375,08-01-2009
st. francis,wi,changing,120.0,4/27/2007,42.9675,-87.8775,02-02-2007
gig harbor,wa,formation,300.0,3/10/2011,47.3294444,-122.5788889,11-14-1997
flagstaff,az,light,360.0,2/18/2001,35.1980556,-111.6505556,11-26-1999
chicago (southwest suburbia),il,light,60.0,9/19/2002,41.85,-87.65,04-29-1999
mojave,ca,diamond,28800.0,8/11/2004,35.0525,-118.1730556,07-27-2004
mansfield,tx,flash,6.0,3/4/2008,32.5630556,-97.1413889,12-28-2000
tallahassee,fl,sphere,1800.0,5/12/2010,30.4380556,-84.2808333,04-26-2010
gainesville,fl,oval,2700.0,11/21/2010,29.6513889,-82.325,09-09-2010
pensacola beach,fl,fireball,120.0,1/28/1999,30.3333333,-87.1375,10-17-1998
oceanside,ny,disk,600.0,4/16/2005,40.6386111,-73.6405556,02-25-2005
jackson,ms,light,20.0,10/12/2001,32.2986111,-90.1847222,09-27-2001
camden,me,fireball,3600.0,7/4/2012,44.2097222,-69.0652778,06-23-2012
roswell,nm,changing,2700.0,10/31/2008,33.3941667,-104.5225,09-15-2008
new freedom,pa,light,300.0,8/5/2012,39.7377778,-76.7016667,07-05-2012
winnebago,ne,cross,120.0,7/10/2010,42.2358333,-96.4722222,07-09-2010
kansas city,mo,sphere,180.0,8/5/2012,39.0997222,-94.5783333,07-08-2012
selma,nc,light,420.0,1/28/1999,35.5363889,-78.2847222,10-22-1986
laguna hills,ca,triangle,360.0,1/10/2009,33.6125,-117.7119444,11-19-2008
woodland (6 miles from town),wa,triangle,120.0,3/7/1998,45.9047222,-122.7427778,01-27-1998
elk grove,ca,circle,1200.0,7/14/2013,38.4088889,-121.3705556,07-10-2013
westmont,il,oval,180.0,2/18/2001,41.7958333,-87.9755556,10-26-1999
san diego,ca,flash,1.0,12/12/2009,32.7152778,-117.1563889,08-29-2009
lynchburg,va,triangle,45.0,12/16/2005,37.4136111,-79.1425,10-06-2005
lockport,il,circle,300.0,10/30/2006,41.5894444,-88.0577778,10-15-2006
monterey,ca,triangle,10.0,11/28/2007,36.6002778,-121.8936111,11-14-2007
curlew,wa,light,30.0,10/10/2011,48.8855556,-118.5983333,08-25-2011
new york city (bronx),ny,changing,900.0,7/5/2005,40.7141667,-74.0063889,06-21-2005
guilford,ct,circle,60.0,1/22/2004,41.2888889,-72.6822222,01-19-2004
martinez,ca,oval,420.0,10/31/2008,38.0194444,-122.1330556,09-26-2008
saltsburg,pa,triangle,20.0,3/19/2002,40.4863889,-79.4516667,02-21-2002
gulfport,ms,chevron,300.0,10/23/2013,30.3672222,-89.0927778,07-22-1978
hendersonville,tn,cone,300.0,8/24/2010,36.3047222,-86.62,07-18-2010
new orleans,la,oval,5400.0,7/25/2004,29.9544444,-90.075,07-10-1971
claremont,nh,circle,15.0,8/30/2013,43.3766667,-72.3472222,08-24-2013
merrick,ny,oval,300.0,11/21/2010,40.6627778,-73.5519444,07-15-2008
kingsland,tx,light,5.0,5/9/2003,30.6580556,-98.4402778,07-15-2002
ocala,fl,oval,120.0,8/7/2007,29.1869444,-82.1402778,07-14-2007
saint joseph,il,light,120.0,10/10/2011,40.1116667,-88.0416667,08-25-2011
nashua,nh,rectangle,240.0,8/7/2007,42.7652778,-71.4680556,08-04-1995
gentry,ar,light,7200.0,8/27/2009,36.2675,-94.4844444,08-19-2009
salem (south of),va,light,1800.0,3/4/2008,37.2933333,-80.055,02-28-2008
ames (north of),ia,flash,3.0,1/12/2012,42.0347222,-93.6197222,01-10-2012
seattle,wa,fireball,120.0,2/8/2011,47.6063889,-122.3308333,02-02-2011
stow,ma,oval,1200.0,10/3/2013,42.4369444,-71.5061111,09-30-2013
wilson,nc,disk,900.0,7/6/2010,35.7211111,-77.9158333,08-01-1965
yonkers,ny,diamond,600.0,12/12/2011,40.9311111,-73.8991667,11-01-2011
somerville,ma,sphere,40.0,9/30/2013,42.3875,-71.1,09-21-2013
portland,tn,fireball,1200.0,7/6/2010,36.5816667,-86.5163889,07-04-2010
mexico,mo,light,50.0,8/7/2007,39.1697222,-91.8827778,06-20-2007
new york city,ny,circle,30.0,8/28/2003,40.7141667,-74.0063889,08-19-2003
montvale,va,sphere,180.0,3/7/1998,37.3844444,-79.7313889,06-15-1992
westlake,la,other,2400.0,10/31/2008,30.2419444,-93.2505556,08-22-2008
oklahoma city (tinker afb),ok,other,7.0,8/10/1999,35.4675,-97.5161111,07-25-1999
friday harbor,wa,light,10.0,2/4/2013,48.5344444,-123.0158333,12-23-2012
bishops head,md,circle,300.0,3/21/2003,38.2680556,-76.0680556,02-11-2003
grove city,oh,light,15.0,8/12/2001,39.8813889,-83.0930556,07-23-2001
three lakes,wi,flash,1800.0,5/2/2011,45.7983333,-89.1627778,07-15-2010
salem,or,sphere,480.0,11/21/2010,44.9430556,-123.0338889,10-16-2010
dale city,va,flash,10.0,1/21/2008,38.6369444,-77.3113889,01-07-2008
lighthouse point,fl,light,20.0,1/28/1999,26.2752778,-80.0875,03-07-1998
denver,co,oval,30.0,6/12/2007,39.7391667,-104.9841667,05-02-2007
mojave,ca,light,300.0,9/2/2005,35.0525,-118.1730556,07-19-1978
pittsburg,ca,oval,30.0,3/19/2009,38.0280556,-121.8836111,02-05-2009
harrison,ny,other,300.0,7/16/2003,40.9688889,-73.7130556,10-07-1989
new york city (queens),ny,light,60.0,1/16/2014,40.7141667,-74.0063889,01-11-2014
weaverville,nc,triangle,120.0,1/29/2002,35.6969444,-82.5608333,03-01-1987
northern cambria,pa,circle,180.0,1/16/2014,40.6591667,-78.7819444,01-12-2014
birmingham,al,other,900.0,2/14/2010,33.5205556,-86.8025,09-09-2009
gainesville,fl,changing,300.0,1/21/2008,29.6513889,-82.325,01-01-2008
lambertville,nj,disk,120.0,10/25/2011,40.3658333,-74.9433333,10-23-2011
stillwater,mn,fireball,5.0,8/1/2003,45.0563889,-92.8058333,07-27-2003
lucerne valley,ca,triangle,360.0,1/11/2005,34.4438889,-116.9669444,12-14-2004
sonoma,ca,flash,30.0,10/30/2006,38.2919444,-122.4569444,07-21-2006
san mateo,ca,light,10.0,12/20/2012,37.5630556,-122.3244444,11-29-2012
tempe,az,triangle,120.0,11/28/2007,33.4147222,-111.9086111,09-27-2007
marietta,ga,triangle,45.0,10/11/2005,33.9525,-84.55,08-23-2005
shady spring,wv,rectangle,300.0,3/23/2011,37.7055556,-81.0986111,03-22-2011
chicago,il,light,2040.0,7/4/2012,41.85,-87.65,06-22-2012
beaver falls,pa,light,600.0,11/11/2013,40.7519444,-80.3194444,11-04-2013
belgreen,al,formation,1800.0,5/8/2014,34.4747222,-87.8663889,05-02-2014
las vegas,nv,sphere,20.0,7/17/2011,36.175,-115.1363889,07-11-2011
newport,ri,rectangle,120.0,12/12/2009,41.49,-71.3133333,08-15-1970
atlanta,ga,circle,20.0,8/5/2009,33.7488889,-84.3880556,06-26-2009
richmond,ky,other,13500.0,6/14/2012,37.7477778,-84.2947222,06-12-2012
amarillo,tx,other,3600.0,6/23/2010,35.2219444,-101.8308333,06-20-2005
chattanooga,tn,light,60.0,1/10/2009,35.0455556,-85.3097222,11-01-2008
seattle,wa,cylinder,120.0,3/9/2004,47.6063889,-122.3308333,03-08-2004
clarksville,tn,diamond,300.0,2/1/2007,36.5297222,-87.3594444,12-19-2006
austin,tx,sphere,900.0,10/8/2007,30.2669444,-97.7427778,09-09-2007
san francisco,ca,light,120.0,12/12/2011,37.775,-122.4183333,11-01-2011
ann arbor,mi,light,3600.0,4/3/2011,42.2708333,-83.7263889,03-30-2011
richmond,va,disk,30.0,4/2/1999,37.5536111,-77.4605556,02-19-1999
randolph,ma,light,180.0,11/21/2010,42.1625,-71.0416667,08-13-2010
farmington,mo,chevron,120.0,8/28/2003,37.7808333,-90.4216667,12-06-1994
zebulon,nc,other,600.0,8/5/2001,35.8241667,-78.315,06-30-1963
monroe,wa,fireball,5.0,9/4/2003,47.8555556,-121.9697222,08-24-2003
woodbridge,va,oval,120.0,2/14/2006,38.6580556,-77.25,01-22-2006
phoenix,az,other,120.0,2/22/2002,33.4483333,-112.0733333,02-03-2002
glendale,az,triangle,10.0,6/4/2004,33.5386111,-112.1852778,11-07-2003
kelso,wa,formation,240.0,1/30/2014,46.1469444,-122.9072222,01-24-2014
san jose,ca,circle,2.0,5/14/2002,37.3394444,-121.8938889,05-11-2002
lincoln,ca,light,1200.0,9/24/2012,38.8916667,-121.2919444,09-01-2012
gentry,ar,triangle,420.0,12/14/2006,36.2675,-94.4844444,12-12-2006
myrtle beach,sc,changing,3600.0,10/30/2012,33.6888889,-78.8869444,10-23-2012
poughkeepsie,ny,light,37800.0,11/3/2005,41.7002778,-73.9213889,10-31-2005
morehead,ky,light,300.0,5/24/2005,38.1838889,-83.4327778,05-25-1968
leesburg,va,light,180.0,2/14/2014,39.1155556,-77.5638889,02-08-2014
halifax,ma,formation,600.0,2/1/2007,41.9911111,-70.8625,11-02-2004
milton,fl,triangle,7200.0,7/5/2008,30.6322222,-87.0397222,06-29-2008
half moon bay,ca,other,600.0,6/12/2008,37.4636111,-122.4275,12-12-1950
reynoldsburg,oh,sphere,2700.0,7/14/1999,39.9547222,-82.8122222,07-12-1999
oshkosh,wi,disk,900.0,9/2/2005,44.0247222,-88.5425,07-28-2005
mason,oh,disk,300.0,8/5/2009,39.36,-84.31,07-03-2009
lewisville,tx,formation,30.0,3/21/2014,33.0461111,-96.9938889,03-19-2014
half moon bay,ca,chevron,300.0,11/23/1999,37.4636111,-122.4275,11-23-1999
holly springs,nc,fireball,3600.0,8/19/2012,35.6511111,-78.8338889,08-18-2012
whittier,ca,egg,120.0,3/9/2004,33.9791667,-118.0319444,07-16-1988
kannapolis,nc,oval,30.0,6/12/2007,35.4872222,-80.6219444,06-04-2007
point roberts,wa,circle,900.0,10/30/2006,48.9855556,-123.0766667,08-19-2006
west grove,pa,triangle,3600.0,12/7/2006,40.0047222,-75.635,11-22-2006
new york city,ny,light,3000.0,9/9/2004,40.7141667,-74.0063889,09-06-2004
seattle,wa,light,10.0,8/12/2001,47.6063889,-122.3308333,08-08-2001
olympia,wa,triangle,10800.0,8/24/2004,47.0380556,-122.8994444,06-29-2004
laguna hills,ca,sphere,180.0,11/4/2012,33.6125,-117.7119444,11-04-2012
hatteras,nc,formation,10.0,8/21/2011,35.2191667,-75.6905556,08-03-2011
saint johns (15 miles ne of),az,sphere,300.0,1/31/2004,34.5058333,-109.3602778,01-31-2004
acworth,ga,triangle,60.0,7/4/2012,34.0658333,-84.6769444,06-22-2012
cincinnati,oh,light,5.0,12/20/2012,39.1619444,-84.4569444,12-14-2012
san diego,ca,circle,180.0,1/27/2005,32.7152778,-117.1563889,12-31-2004
barberton,oh,circle,20.0,4/18/2014,41.0127778,-81.6052778,04-11-2014
glenwood,ny,light,5.0,1/10/2009,42.6191667,-78.6580556,11-02-2008
kingman,az,oval,600.0,8/7/2011,35.1894444,-114.0522222,08-04-2011
geneva,ny,light,7200.0,6/12/2008,42.8688889,-76.9780556,06-09-2008
sage,ca,oval,45.0,5/24/2005,33.5816667,-116.9313889,11-15-1992
cape canaveral,fl,light,60.0,10/8/2007,28.4055556,-80.605,01-31-2000
marysville,mi,circle,600.0,9/24/2012,42.9125,-82.4869444,06-02-2012
bellevue,wa,circle,3.0,5/24/2005,47.6105556,-122.1994444,05-20-2005
lubbock,tx,light,7200.0,10/10/2011,33.5777778,-101.8547222,09-23-2011
vienna,va,cigar,5.0,10/28/2002,38.9011111,-77.2655556,11-25-1973
menifee,ca,light,300.0,7/3/2013,33.7283333,-117.1455556,06-15-2013
lake villa,il,rectangle,2.0,5/12/2009,42.4169444,-88.0738889,04-17-2009
clark,nj,oval,15.0,1/21/2008,40.6408333,-74.3111111,01-09-2008
catawissa,mo,fireball,240.0,8/21/2011,38.4247222,-90.7825,07-03-2011
woodward,ok,fireball,5.0,2/22/2005,36.4336111,-99.39,02-21-2005
valatie,ny,light,30.0,11/21/2010,42.4133333,-73.6736111,08-28-2010
taylorville,il,disk,30.0,12/12/2009,39.5488889,-89.2944444,08-13-1964
mesa,az,circle,15.0,8/7/2011,33.4222222,-111.8219444,07-23-2011
new york city (bronx),ny,sphere,12.0,7/16/2006,40.7141667,-74.0063889,06-09-2006
lafayette,co,triangle,7.0,1/10/2009,39.9936111,-105.0891667,01-03-2009
neosho,mo,rectangle,25.0,11/19/2012,36.8688889,-94.3677778,11-03-2012
miami,fl,fireball,10.0,5/11/2005,25.7738889,-80.1938889,07-01-1990
randsburg,ca,teardrop,180.0,4/13/2010,35.3686111,-117.6572222,02-20-2010
byram,nj,circle,900.0,4/25/2002,40.4236111,-75.06,04-16-2002
st. louis,mo,light,30.0,6/4/2004,38.6272222,-90.1977778,05-17-2004
milladore,wi,light,1800.0,5/15/2006,44.6041667,-89.8547222,03-29-2006
fayetteville,nc,triangle,300.0,6/27/2011,35.0525,-78.8786111,06-26-2011
arlington,vt,disk,180.0,2/14/2010,43.0747222,-73.1544444,08-01-1976
challis,id,triangle,60.0,3/31/2008,44.5047222,-114.2308333,03-11-2008
lawrenceville,ga,light,300.0,12/16/2005,33.9561111,-83.9880556,12-03-2005
springfield,il,cigar,40.0,7/5/1999,39.8016667,-89.6436111,06-29-1999
holyoke,ma,light,1200.0,11/21/2010,42.2041667,-72.6166667,04-01-1995
savannah,ga,fireball,10.0,1/10/2009,32.0833333,-81.1,11-20-2008
frederick,md,circle,20.0,6/14/2012,39.4141667,-77.4108333,06-13-2012
shirley,ny,oval,480.0,9/15/2005,40.8013889,-72.8680556,09-01-2005
hayward,ca,triangle,15.0,12/12/2009,37.6688889,-122.0797222,08-29-2009
del mar,ca,fireball,4.0,4/2/1999,32.9594444,-117.2644444,10-01-1998
berkley,mi,triangle,60.0,8/5/2009,42.5030556,-83.1836111,07-08-2009
mt. sinai,ny,fireball,60.0,7/5/2008,40.9469444,-73.03,07-02-2008
north kingstown,ri,other,60.0,3/11/2006,41.55,-71.4666667,02-21-2006
san francisco,ca,triangle,10.0,5/13/2003,37.775,-122.4183333,05-09-2003
reno,nv,circle,3600.0,11/20/2013,39.5297222,-119.8127778,11-17-2013
jackson center,oh,egg,3.0,9/24/2012,40.4394444,-84.0402778,07-10-2012
carolina beach,nc,circle,2.0,10/23/2013,34.035,-77.8938889,10-17-2013
carlsbad,ca,disk,3.0,11/19/2012,33.1580556,-117.3497222,11-18-2012
janesville,wi,flash,5.0,9/13/2002,42.6827778,-89.0186111,08-16-1999
heber springs,ar,circle,600.0,12/20/2012,35.4913889,-92.0311111,11-28-2012
kaneohe,hi,fireball,90.0,1/16/2014,21.4180556,-157.8036111,01-10-2014
bellevue (east of),oh,light,30.0,11/20/2002,41.2736111,-82.8416667,03-12-1999
alsip,il,circle,900.0,10/25/2011,41.6688889,-87.7386111,10-21-2011
ringwood,nj,cigar,120.0,4/16/2005,41.1133333,-74.2458333,03-01-1991
asheville,nc,fireball,300.0,5/13/2012,35.6008333,-82.5541667,04-07-2012
avon lake,oh,other,120.0,5/11/2000,41.5052778,-82.0283333,05-03-2000
winston-salem,nc,fireball,120.0,5/15/2006,36.0997222,-80.2444444,04-03-2006
alvin,tx,cigar,2.0,1/21/2008,29.4236111,-95.2438889,01-14-2008
jensen beach,fl,changing,2400.0,8/12/2008,27.2541667,-80.23,07-31-2008
lake geneva,wi,circle,2700.0,10/11/2005,42.5916667,-88.4333333,09-17-2005
boise,id,light,60.0,11/20/2013,43.6136111,-116.2025,11-17-2013
ft. jones,ca,triangle,6.0,1/5/2011,41.6077778,-122.8391667,09-13-2010
bothell,wa,oval,900.0,7/26/2002,47.7625,-122.2041667,07-15-2002
mountain home,ar,light,900.0,11/4/2012,36.3352778,-92.385,10-13-2012
milwaukee,wi,triangle,7200.0,2/4/2013,43.0388889,-87.9063889,01-14-2013
palm beach,fl,triangle,180.0,3/11/2006,26.7052778,-80.0366667,07-08-2004
apple valley,mn,circle,30.0,1/10/2014,44.7319444,-93.2175,12-25-2013
tucson,az,cross,240.0,1/10/2014,32.2216667,-110.9258333,12-31-2013
san antonio,tx,cylinder,180.0,1/10/2009,29.4238889,-98.4933333,04-15-1998
plymouth,ma,other,3600.0,4/4/2014,41.9583333,-70.6677778,03-27-2014
st. louis park,mn,light,180.0,9/24/2012,44.9483333,-93.3477778,09-01-2012
lafayette,in,sphere,120.0,8/27/2009,40.4166667,-86.8752778,08-21-2009
philadelphia,pa,fireball,300.0,1/10/2009,39.9522222,-75.1641667,09-01-2001
anoka,mn,triangle,10.0,4/16/2005,45.1977778,-93.3869444,03-21-2005
lake stevens,wa,light,90.0,6/12/2007,48.0152778,-122.0625,06-08-2007
middletown,oh,circle,600.0,1/29/2002,39.515,-84.3983333,12-15-1998
cambridge,ma,chevron,480.0,3/19/2009,42.375,-71.1061111,03-04-2009
seattle,wa,fireball,60.0,1/28/1999,47.6063889,-122.3308333,05-10-1998
cheektowaga (buffalo),ny,fireball,60.0,10/10/2011,42.9033333,-78.755,09-27-2011
annapolis,mo,sphere,900.0,3/2/2004,37.3602778,-90.6975,02-10-2004
tracy,ca,light,600.0,11/21/2010,37.7397222,-121.4241667,11-01-2010
twin falls,id,disk,120.0,10/20/2005,42.5630556,-114.46,10-13-2005
marshall,il,cigar,1800.0,10/30/2006,39.3913889,-87.6936111,06-01-1978
fort bayard,nm,light,3.0,12/17/2011,32.7961111,-108.1497222,12-03-2005
delaware,oh,light,600.0,9/4/2003,40.2986111,-83.0680556,08-28-2003
chandler,az,triangle,20.0,5/11/2005,33.3061111,-111.8405556,03-22-2005
charles town,wv,light,3.0,7/30/2002,39.2888889,-77.86,06-05-2002
toms river,nj,light,30.0,7/5/2013,39.9536111,-74.1983333,07-05-2013
hampton,va,light,180.0,3/19/2009,37.0297222,-76.3455556,02-08-2009
charleston,sc,fireball,2.0,9/19/2002,32.7763889,-79.9311111,10-04-1998
brunswick,oh,light,240.0,5/15/2013,41.2380556,-81.8419444,05-12-2013
little river,sc,changing,60.0,10/30/2012,33.8730556,-78.6144444,10-24-2012
hebron,nd,light,300.0,8/5/2009,46.9005556,-102.045,12-24-2002
leavenworth,ks,light,1800.0,11/21/2010,39.3111111,-94.9222222,11-05-2010
lincoln,ne,other,300.0,8/24/2004,40.8,-96.6666667,08-18-2004
melville,ny,rectangle,600.0,8/7/2007,40.7933333,-73.4155556,07-22-2007
broomfield,co,light,900.0,3/23/2011,39.9205556,-105.0861111,03-20-2011
south el monte,ca,sphere,360.0,1/10/2014,34.0519444,-118.0458333,01-01-2014
crescent city,ca,light,1800.0,12/7/2006,41.7561111,-124.2005556,01-01-1996
lake wylie,sc,fireball,300.0,12/2/2013,35.1083333,-81.0430556,11-23-2013
bozeman (gallatin range),mt,oval,60.0,1/21/2008,45.6797222,-111.0377778,01-03-2008
junction city,or,other,2700.0,10/31/2008,44.2194444,-123.2044444,03-18-2006
jacksonville,fl,light,120.0,12/12/2009,30.3319444,-81.6558333,10-02-2009
columbus,oh,other,10.0,4/27/2007,39.9611111,-82.9988889,07-15-1998
escondido,ca,cylinder,120.0,8/7/2007,33.1191667,-117.0855556,07-02-2007
mt. holly,nc,light,12.0,9/30/2013,35.2980556,-81.0161111,09-29-2013
waldorf,md,fireball,240.0,11/20/2013,38.6244444,-76.9394444,11-18-2013
bedford,tx,light,60.0,2/14/2010,32.8438889,-97.1427778,02-09-2010
ashford,wa,triangle,3600.0,4/27/2007,46.7586111,-122.0297222,01-25-2007
ardmore,ok,fireball,60.0,8/5/2012,34.1741667,-97.1433333,07-19-2012
baldwin,ny,sphere,1800.0,10/11/2005,40.6563889,-73.6097222,09-11-2005
plainwell,mi,diamond,300.0,10/2/1999,42.44,-85.6488889,04-15-1997
boise,id,other,600.0,8/12/2008,43.6136111,-116.2025,08-04-2008
hammond,in,disk,45.0,11/4/2002,41.5833333,-87.5,10-30-2002
minneapolis,mn,triangle,60.0,2/1/2007,44.98,-93.2636111,07-15-1993
susquehanna,pa,triangle,300.0,5/2/2011,41.9433333,-75.6,01-04-1994
sacramento,ca,light,30.0,10/31/2008,38.5816667,-121.4933333,10-22-2008
los angeles,ca,light,600.0,1/22/2000,34.0522222,-118.2427778,01-18-1999
topeka,ks,teardrop,2.0,6/9/2009,39.0483333,-95.6777778,05-30-2009
seattle,wa,disk,600.0,7/8/2004,47.6063889,-122.3308333,06-25-2004
coral springs,fl,circle,240.0,3/4/2008,26.2708333,-80.2708333,02-27-2008
guerneville,ca,diamond,600.0,10/31/2008,38.5019444,-122.995,06-01-1996
castle pines,co,light,900.0,6/3/2011,39.4580556,-104.8955556,05-30-2011
sterling,co,rectangle,20.0,5/15/2013,40.6255556,-103.2072222,03-01-2000
pittsfield,ma,cone,900.0,6/2/2013,42.45,-73.2458333,06-01-2013
carpinteria (near),ca,light,1200.0,9/19/2002,34.3988889,-119.5175,10-30-1999
norwood,ma,triangle,120.0,1/24/2012,42.1944444,-71.2,01-06-2012
scarborough,me,light,900.0,10/30/2006,43.5780556,-70.3222222,10-08-2006
whitefish,mt,circle,60.0,7/5/2005,48.4111111,-114.3366667,06-26-2005
midlothian,va,light,900.0,11/21/2010,37.5058333,-77.6494444,10-26-2010
louisville (ky)/henryville (in),ky,other,25200.0,10/12/2001,38.2541667,-85.7594444,09-12-2001
bayfield,wi,light,60.0,7/5/2008,46.8108333,-90.8180556,06-20-2008
chandler,az,light,600.0,5/15/2013,33.3061111,-111.8405556,05-11-2013
surfside beach,sc,oval,1800.0,10/19/2011,33.6058333,-78.9733333,10-16-2011
gardner,ma,light,1200.0,5/15/2013,42.575,-71.9986111,05-06-2013
van alstyne,tx,rectangle,4.0,11/28/2007,33.4213889,-96.5769444,10-05-2007
lakewood,co,light,180.0,12/7/2006,39.7047222,-105.0808333,11-21-2006
paradise,ca,light,240.0,12/12/2009,39.7597222,-121.6208333,09-08-2009
bishop,ca,light,240.0,5/13/2012,37.3636111,-118.3941667,03-23-2012
massillon,oh,triangle,360.0,11/21/2010,40.7966667,-81.5216667,11-19-2010
los angeles,ca,light,600.0,9/30/2013,34.0522222,-118.2427778,09-28-2013
piscataway,nj,light,900.0,6/12/2007,40.4991667,-74.3994444,04-29-2007
eagan,mn,circle,7200.0,10/11/2005,44.8041667,-93.1666667,10-11-2005
coeur d&#39alene,id,changing,300.0,5/2/2014,47.6777778,-116.7794444,04-28-2014
portage,wi,fireball,20.0,11/20/2013,43.5391667,-89.4625,11-15-2013
